product_name,product_link,shop_name,shop_link,price,est_mo_sales,est_mo_revenue,est_total_sales,reviews,listing_age,favorites,avg_reviews,views,category,description_character_count,shop_age,visibility_score,conversion_rate,total_shop_sales,tags,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10,tag_11,tag_12,tag_13,image_path
"Oval cut Moissanite Engagement Ring Set,Stacking ring.14K/18K Rose Gold,vintage Unique pear diamond Cluster ring women,Twisted band",https://www.etsy.com/listing/976543729/oval-cut-moissanite-engagement-ring,KTRingCrafts,https://www.etsy.com/shop/KTRingCrafts,694,21,14590,950,312,42 Mo.,20994,7,635137,Jewelry,,48,100,0.15,7064,"oval cut ring,moissanite ring,stacking ring,solid rose gold,vintage ring,Unique ring,diamond ring,Cluster ring,wedding ring for her,Anniversary ring,oval moissanite ring,bridal set,forever one ring",oval cut ring,moissanite ring,stacking ring,solid rose gold,vintage ring,Unique ring,diamond ring,Cluster ring,wedding ring for her,Anniversary ring,oval moissanite ring,bridal set,forever one ring,../data/images/Oval_cut_Moissanite_Engagement_Ring_Set_Stacking_r.png
The best offer of my shop! Absolutely all the files of my store and a lifetime subscription to future files!,https://www.etsy.com/listing/1402220113/the-best-offer-of-my-shop-absolutely-all,TockoRoko,https://www.etsy.com/shop/TockoRoko,172,85,14590,1705,201,20 Mo.,477,10,29509,Craft Supplies & Tools,,30,100,5.78,37206,"laser cut files,glowforge,mandala,cricut files,cnc files for wood,SVG Bundle,digital download,christmas svg,home decor,layered svg,3d svg,animals svg,valentine's day svg",laser cut files,glowforge,mandala,cricut files,cnc files for wood,SVG Bundle,digital download,christmas svg,home decor,layered svg,3d svg,animals svg,valentine's day svg,../data/images/The_best_offer_of_my_shop__Absolutely_all_the_file.png
"Hammered Gold Leaf and Meteorite ring, Black Hammered wedding Ring, Hammered Brushed Tungsten Band,  Mens Ring, gold meteorite ring,",https://www.etsy.com/listing/1164069969/hammered-gold-leaf-and-meteorite-ring,RingsByLux,https://www.etsy.com/shop/RingsByLux,561,26,14585,924,316,32 Mo.,9883,9,178894,Jewelry,,69,100,0.52,42854,"unique wedding band,tungsten ring,8mm ring,Hammered ring,faceted ring,hammered band,hammered rings,black wedding ring,meteorite ring,muonionalusta meteor,black mens ring,gold meteorite ring,black and gold",unique wedding band,tungsten ring,8mm ring,Hammered ring,faceted ring,hammered band,hammered rings,black wedding ring,meteorite ring,muonionalusta meteor,black mens ring,gold meteorite ring,black and gold,../data/images/Hammered_Gold_Leaf_and_Meteorite_ring__Black_Hamme.png
"Personalized Busy Board for toddler, Fast Shipping, Activity Board, Toddler Gift,Montessori Board,Developing Board, 1st Birthday Gift",https://www.etsy.com/listing/985116002/personalized-busy-board-for-toddler-fast,BusyBabyLV,https://www.etsy.com/shop/BusyBabyLV,306,33,14570,1344,247,41 Mo.,2853,6,111691,Toys & Games,,44,100,1.2,14893,"large busyboard,toddler busy board,montessori toy,busy boards,Busy Board toddler,Wooden Sensory Board,Developing Board,Montessori Board,Toddler Gift,Fast Shipping,Activity Board,busy board girl,busyboard",large busyboard,toddler busy board,montessori toy,busy boards,Busy Board toddler,Wooden Sensory Board,Developing Board,Montessori Board,Toddler Gift,Fast Shipping,Activity Board,busy board girl,busyboard,../data/images/Personalized_Busy_Board_for_toddler__Fast_Shipping.png
"Madam President Shirt, Kamala Harris Sweatshirt, Democrat Tee, Election 2024 Hoodie, Vote Democrat T-shirt, Colors Kamala Tee, US Election",https://www.etsy.com/listing/1765604719/madam-president-shirt-kamala-harris,ModeParagon,https://www.etsy.com/shop/ModeParagon,12,1219,14567,2438,480,2 Mo.,2244,240,0,Clothing,,11,0,0.0,7904,"kamala harris tshirt,political shirt,vote shirt,feminist shirt,election 2024,girl power shirt,democrat shirt,biden harris shirt,Vote democrat,election shirt,first female,madam president,Black History",kamala harris tshirt,political shirt,vote shirt,feminist shirt,election 2024,girl power shirt,democrat shirt,biden harris shirt,Vote democrat,election shirt,first female,madam president,Black History,../data/images/Madam_President_Shirt__Kamala_Harris_Sweatshirt__D.png
"14K Solid Gold Nameplate | Custom Name Necklace, Dainty Name Necklace, Handwriting Necklace | Name Plate Necklace, Personalized Jewelry",https://www.etsy.com/listing/1181886496/14k-solid-gold-nameplate-custom-name,FAJewelryStore,https://www.etsy.com/shop/FAJewelryStore,80,182,14560,5458,1230,30 Mo.,3131,41,0,Jewelry,,46,0,0.0,27545,"Dainty Name Necklace,Gift For Her,Nameplate Necklace,Personalized Jewelry,Any Name Necklace,Name Necklace Gold,Handwritten Necklace,Signature Necklace,Custom Name Necklace,Tiny Name Necklace,solid gold nameplate,personalized gifts,christmas gift",Dainty Name Necklace,Gift For Her,Nameplate Necklace,Personalized Jewelry,Any Name Necklace,Name Necklace Gold,Handwritten Necklace,Signature Necklace,Custom Name Necklace,Tiny Name Necklace,solid gold nameplate,personalized gifts,christmas gift,../data/images/14K_Solid_Gold_Nameplate___Custom_Name_Necklace__D.png
"Personalized Desk Name Plate, Graduation Desk Name Plate,Graduation gift, Desk Accessories, Office Gifts for Boss Coworkers, New Job Gifts",https://www.etsy.com/listing/1535974541/personalized-desk-name-plate-graduation,EVMAT,https://www.etsy.com/shop/EVMAT,43,336,14549,4383,783,13 Mo.,6672,60,144044,Home & Living,,19,100,3.04,8800,"teacher gift,custom nameplate,acrylic desk sign,light up nameplate,office decor,coworker gift,office nameplate,desktop sign light,led desk nameplate,Graduation Gifts,Graduate nameplate,Gift for Graduation,gift for graduate",teacher gift,custom nameplate,acrylic desk sign,light up nameplate,office decor,coworker gift,office nameplate,desktop sign light,led desk nameplate,Graduation Gifts,Graduate nameplate,Gift for Graduation,gift for graduate,../data/images/Personalized_Desk_Name_Plate__Graduation_Desk_Name.png
"Distressed Vegan Leather Tufted Upholstered Ottoman- Footstool, coffee table- Design 59 inc",https://www.etsy.com/listing/512806400/distressed-vegan-leather-tufted,Design59Furniture,https://www.etsy.com/shop/Design59Furniture,255,57,14532,5187,638,89 Mo.,8332,7,265267,,,110,100,1.96,33765,"Distressed leather,Leather,Ottoman,Footstool,Upholstered ottoman,Tufted ottoman,Coffee table ottoman,Leather ottoman,Handmade ottoman,Footstool ottoman,Custom upholstery,Handmade upholstery,Furniture",Distressed leather,Leather,Ottoman,Footstool,Upholstered ottoman,Tufted ottoman,Coffee table ottoman,Leather ottoman,Handmade ottoman,Footstool ottoman,Custom upholstery,Handmade upholstery,Furniture,../data/images/Distressed_Vegan_Leather_Tufted_Upholstered_Ottoma.png
"Large Personalized Cutting Board, BBQ Grill Accessory, Pellet Smoker Serving Board, Gift For Dad",https://www.etsy.com/listing/1670038504/large-personalized-cutting-board-bbq,DrapelaWoodworks,https://www.etsy.com/shop/DrapelaWoodworks,120,121,14519,850,161,7 Mo.,1134,23,41185,Home & Living,,108,100,2.07,149780,"Grill accessories,Dad GIft,Traeger,BBQ Board,Serving Tray,Mens gift,Grilling Board,chopping board,BBQ Grill,Large Cutting Board,Anniversary Gift,Personalized,Charcuterie Board",Grill accessories,Dad GIft,Traeger,BBQ Board,Serving Tray,Mens gift,Grilling Board,chopping board,BBQ Grill,Large Cutting Board,Anniversary Gift,Personalized,Charcuterie Board,../data/images/Large_Personalized_Cutting_Board__BBQ_Grill_Access.png
Personalized Name Necklace • Customized Your Name Jewelry • Best Friend Gift • Gift for Her • BRIDESMAID GIFTS • Mother Gifts • NH02F49,https://www.etsy.com/listing/536225034/personalized-name-necklace-customized,CaitlynMinimalist,https://www.etsy.com/shop/CaitlynMinimalist,37,392,14504,33342,6891,85 Mo.,26625,81,1044064,Jewelry,,118,100,3.19,3116334,"name necklace,Best Friend Gift,Gift for Her,Custom NAME,NAME JEWELRY,BRIDESMAID GIFT,MOTHERS NECKLACE,BRIDESMAIDS GIFTS,PERSONALIZE NECKLACE,CUSTOM NAME NECKLACE,BABY NAME NECKLACE,NAME CHOKER,GIFTS FOR MOM",name necklace,Best Friend Gift,Gift for Her,Custom NAME,NAME JEWELRY,BRIDESMAID GIFT,MOTHERS NECKLACE,BRIDESMAIDS GIFTS,PERSONALIZE NECKLACE,CUSTOM NAME NECKLACE,BABY NAME NECKLACE,NAME CHOKER,GIFTS FOR MOM,../data/images/Personalized_Name_Necklace___Customized_Your_Name_.png
"Leather Executive Portfolio Organizer, Legal Pad Document Holder, Personalized Padfolio, Tablet Holder, Corporate Gifts, Christmas Gift Set",https://www.etsy.com/listing/1307903413/leather-executive-portfolio-organizer,QualisCorium,https://www.etsy.com/shop/QualisCorium,100,145,14500,3525,756,24 Mo.,2527,31,149294,"Books, Movies & Music",,24,100,2.36,6127,"leather portfolio,leather padfolio,document holder,leather organizer,Ipad holder,corporate gifts,legal pad portfolio,legal size padfolio,journal notebook,sketchbook holder,gift for him her,personalized journal,Christmas Gift Set",leather portfolio,leather padfolio,document holder,leather organizer,Ipad holder,corporate gifts,legal pad portfolio,legal size padfolio,journal notebook,sketchbook holder,gift for him her,personalized journal,Christmas Gift Set,../data/images/Leather_Executive_Portfolio_Organizer__Legal_Pad_D.png
"Toiletry Bag, Personalized Leather Dopp Kit, Engraving Men&#39;s Travel Bag, Men&#39;s Shaving Bag,Christmas Gift, Gift for Groomsmen, Birthday Gift",https://www.etsy.com/listing/1082552215/toiletry-bag-personalized-leather-dopp,GOLDSTARLEATHER,https://www.etsy.com/shop/GOLDSTARLEATHER,40,362,14480,13067,2993,36 Mo.,4867,83,192199,Weddings,,39,100,6.8,22324,"gift for him,birthday gift,anniversary gift,toiletry bag,dopp kit,shaving bag,travel bag,personalized gift,gift for husband,engraved gift,gift for father,Handmade gift,Valentine Gift",gift for him,birthday gift,anniversary gift,toiletry bag,dopp kit,shaving bag,travel bag,personalized gift,gift for husband,engraved gift,gift for father,Handmade gift,Valentine Gift,../data/images/Toiletry_Bag__Personalized_Leather_Dopp_Kit__Engra.png
Personalized can cooler holder dispenser organizer w/bottle opener husband boyfriend Christmas gift stubby holder,https://www.etsy.com/listing/1608125129/personalized-can-cooler-holder-dispenser,CutlerCustomsLLC,https://www.etsy.com/shop/CutlerCustomsLLC,50,289,14450,2911,696,10 Mo.,1743,69,96139,Home & Living,,56,100,3.04,3956,"mancave,gifts for him,personalized,can cooler,koozies,coozie,koozie organizer,koozie,koozie storage,beer koozie,Christmas,gift,Christmas 2024",mancave,gifts for him,personalized,can cooler,koozies,coozie,koozie organizer,koozie,koozie storage,beer koozie,Christmas,gift,Christmas 2024,../data/images/Personalized_can_cooler_holder_dispenser_organizer.png
"Leather Embroidered Makeup Bag, Large Capacity Cosmetic Bag, Christmas Gift Women, Bridesmaid Gifts, Makeup Organizer, Bridal Shower Gift",https://www.etsy.com/listing/1617966287/leather-embroidered-makeup-bag-large,GiftsFromHH,https://www.etsy.com/shop/GiftsFromHH,25,589,14431,5928,1117,10 Mo.,9565,111,271993,Bags & Purses,,37,100,2.18,86199,"makeup bag,gift for her,bridesmaids gifts,Best Friend Gifts,gifts for women,bridesmaid gifts,Bridesmaid Gift,embroidery bag gifts,cosmetic bag,Leather makeup bag,makeup organizer,large makeup bag,Christmas Gift Women",makeup bag,gift for her,bridesmaids gifts,Best Friend Gifts,gifts for women,bridesmaid gifts,Bridesmaid Gift,embroidery bag gifts,cosmetic bag,Leather makeup bag,makeup organizer,large makeup bag,Christmas Gift Women,../data/images/Leather_Embroidered_Makeup_Bag__Large_Capacity_Cos.png
"Personalized Bride Bag, Engagement gift, Bride Tote Bags, Wedding Gift, Bridal Shower Gift, Gift For Bride, Bridal Gift, Honeymoon Gift,",https://www.etsy.com/listing/1061312357/personalized-bride-bag-engagement-gift,Up2ournecksinfabric,https://www.etsy.com/shop/Up2ournecksinfabric,27,531,14401,19664,3664,37 Mo.,11395,99,307076,Weddings,,106,100,6.41,543854,"wedding tote,Bridal gift,gift for bride,custom gift bride,bridal tote,wedding gift,bridal shower gift,engagement gift,mrs tote,gift for mrs,bride tote,bride tote bag,bride bag",wedding tote,Bridal gift,gift for bride,custom gift bride,bridal tote,wedding gift,bridal shower gift,engagement gift,mrs tote,gift for mrs,bride tote,bride tote bag,bride bag,../data/images/Personalized_Bride_Bag__Engagement_gift__Bride_Tot.png
"14k gold chain necklace, Silver, Name Necklace, Tiny Name Necklace, Minimalist Necklace, Personalized Gifts for Mom, Mothers Day",https://www.etsy.com/listing/693197469/14k-gold-chain-necklace-silver-name,JWLGANG,https://www.etsy.com/shop/JWLGANG,50,288,14400,19308,2946,66 Mo.,13871,44,640937,Jewelry,,77,100,3.01,156538,"CUSTOM NAME JEWELRY,FAMILY NECKLACE,KIDS NAME NECKLACE,GRANDMA GIFT,NECKLACE FOR WIFE,STEP MOM GIFT,HANDMADE JEWELRY,PERSONALIZED GIFTS,GIFTS FOR HER,GIFTS FOR MOM,BEST FRIEND GIFT,LAYERING NECKLACE,BABY SHOWER GIFT",CUSTOM NAME JEWELRY,FAMILY NECKLACE,KIDS NAME NECKLACE,GRANDMA GIFT,NECKLACE FOR WIFE,STEP MOM GIFT,HANDMADE JEWELRY,PERSONALIZED GIFTS,GIFTS FOR HER,GIFTS FOR MOM,BEST FRIEND GIFT,LAYERING NECKLACE,BABY SHOWER GIFT,../data/images/14k_gold_chain_necklace__Silver__Name_Necklace__Ti.png
"Custom Gaming Table, Role Playing Game Table with Folding Legs, Vaulted Dining Table, Puzzle & Board Games Table with Cover, DnD, Table-top",https://www.etsy.com/listing/1728694233/custom-gaming-table-role-playing-game,KestellFurniture,https://www.etsy.com/shop/KestellFurniture,1200,12,14400,48,16,4 Mo.,384,4,18237,Home & Living,,4,100,0.26,48,"DnD,Gaming table,Warhammer,Dungeons and Dragons,Pathfinder,Board game,table-top gaming,recessed table,role play game,dining table,custom gaming table,vaulted table,puzzle games",DnD,Gaming table,Warhammer,Dungeons and Dragons,Pathfinder,Board game,table-top gaming,recessed table,role play game,dining table,custom gaming table,vaulted table,puzzle games,../data/images/Custom_Gaming_Table__Role_Playing_Game_Table_with_.png
"Custom Teacher Name Shirt, In My Teacher Era Sweatshirt, Teacher Custom Name Sweatshirt, Teacher Era Shirt, First Grade Teacher Sweatshirt",https://www.etsy.com/listing/1591450616/custom-teacher-name-shirt-in-my-teacher,PrettyTeesUS,https://www.etsy.com/shop/PrettyTeesUS,31,466,14399,4671,772,10 Mo.,3817,77,128703,Clothing,,13,100,3.63,45491,"5th grade teacher,My Teacher Era Shirt,Teacher Era Shirt,back to school shirt,custom teacher shirt,in my teacher era,teacher era tshirt,teaching era shirt,teacher era tee,teacher name shirt,custom teacher tee,teacher gift shirt,mrs teacher shirt",5th grade teacher,My Teacher Era Shirt,Teacher Era Shirt,back to school shirt,custom teacher shirt,in my teacher era,teacher era tshirt,teaching era shirt,teacher era tee,teacher name shirt,custom teacher tee,teacher gift shirt,mrs teacher shirt,../data/images/Custom_Teacher_Name_Shirt__In_My_Teacher_Era_Sweat.png
First Christmas Married Ornament - Married Photo Ornament - First Christmas Married Gift,https://www.etsy.com/listing/1577132979/first-christmas-married-ornament-married,Keptsake,https://www.etsy.com/shop/Keptsake,26,554,14393,6663,1300,12 Mo.,2741,108,74202,Home & Living,,61,100,8.98,456628,"first christmas,first as mr mrs,mr mrs christmas,mr mrs ornament,mr mrs keepsake,mr mr christmas,mrs mrs ornament,first as mrs mrs,married ornament,Personalised gift,Personalized gift,married photo,married gift",first christmas,first as mr mrs,mr mrs christmas,mr mrs ornament,mr mrs keepsake,mr mr christmas,mrs mrs ornament,first as mrs mrs,married ornament,Personalised gift,Personalized gift,married photo,married gift,../data/images/First_Christmas_Married_Ornament___Married_Photo_O.png
"Embossed Honeymoon Sets, Mr and Mrs Sweatshirts, Couples Sweatshirts, Couples Joggers, Bridal Shower Gifts, Matching Couples Sweatshirts",https://www.etsy.com/listing/1406371599/embossed-honeymoon-sets-mr-and-mrs,Up2ournecksinfabric,https://www.etsy.com/shop/Up2ournecksinfabric,40,354,14387,7174,1337,20 Mo.,9245,66,194367,Clothing,,106,100,3.7,543854,"Bridal shower gift,mr and mrs shirt,mr and mrs gift,honeymoon sweatshirt,couples sweatshirt,matching couples,mr mrs sweatshirts,bridal gift,newly wed gift,mrs sweatshirt,mr sweatshirt,future mrs,just married gift",Bridal shower gift,mr and mrs shirt,mr and mrs gift,honeymoon sweatshirt,couples sweatshirt,matching couples,mr mrs sweatshirts,bridal gift,newly wed gift,mrs sweatshirt,mr sweatshirt,future mrs,just married gift,../data/images/Embossed_Honeymoon_Sets__Mr_and_Mrs_Sweatshirts__C.png
"5 Pack Face Mask with Nose Wire, Holiday Face Mask, Face Mask Bundle, For Men and Women, Adjustable Ear Loops, Reusable Washable",https://www.etsy.com/listing/854460306/5-pack-face-mask-with-nose-wire-holiday,Beautivity,https://www.etsy.com/shop/Beautivity,35,411,14373,19806,2652,48 Mo.,4610,55,390985,Bath & Beauty,,50,100,5.07,162813,"face masks,masks,face masks filter,face masks washable,face masks reusable,face masks nose wire",face masks,masks,face masks filter,face masks washable,face masks reusable,face masks nose wire,--,--,--,--,--,--,--,../data/images/5_Pack_Face_Mask_with_Nose_Wire__Holiday_Face_Mask.png
"Angel Number Necklace with Curb Chain, Sterling Silver Lucky Date Necklace , 444 Necklace, Custom Number Year Necklace, Mother&#39;s Day Gift",https://www.etsy.com/listing/1592015146/angel-number-necklace-with-curb-chain,HandmadeDaintyUS,https://www.etsy.com/shop/HandmadeDaintyUS,52,274,14371,2746,531,10 Mo.,4974,53,161307,Jewelry,,34,100,1.71,128724,"lucky date necklace,date necklace,christmas gift,birthday gift,personalized jewelry,handmade jewelry,gift for her,luck number necklace,angel number,number pendant,number necklace,444 necklace,lucky date",lucky date necklace,date necklace,christmas gift,birthday gift,personalized jewelry,handmade jewelry,gift for her,luck number necklace,angel number,number pendant,number necklace,444 necklace,lucky date,../data/images/Angel_Number_Necklace_with_Curb_Chain__Sterling_Si.png
"Wooden Book Valet Tray, Wood Nightstand Book Page Holder, Gift for Book Lovers, Unique Book Nook, Gift for Mom, Birthday Gift, Tablet Ipad",https://www.etsy.com/listing/1516554909/wooden-book-valet-tray-wood-nightstand,ByChelseaNicole,https://www.etsy.com/shop/ByChelseaNicole,85,169,14365,2493,103,14 Mo.,1768,7,29152,"Books, Movies & Music",,58,100,8.55,120009,"Book valet,Book stand,Birthday gift,Mom gift,Wooden book valet,wooden book tray,nightstand for book,book page holder,gift for book lovers,unique book nook,Tablet ipad,iPad holder,Tablet holder",Book valet,Book stand,Birthday gift,Mom gift,Wooden book valet,wooden book tray,nightstand for book,book page holder,gift for book lovers,unique book nook,Tablet ipad,iPad holder,Tablet holder,../data/images/Wooden_Book_Valet_Tray__Wood_Nightstand_Book_Page_.png
"The perfect gift for Dads: Lost for Words, a personalized book featuring father and child",https://www.etsy.com/listing/1311036296/the-perfect-gift-for-dads-lost-for-words,LibrioBooks,https://www.etsy.com/shop/LibrioBooks,40,359,14360,8265,2121,23 Mo.,13880,92,448396,"Books, Movies & Music",,82,100,1.84,19386,"Dad birthday gift,personalized for Dad,Fathers day gifts,gifts for dad,Father and kid book,Dad personalized,Dad gifts,first fathers day,fathers day book,super dad gift,new dad gifts,handprinted dad book,Christmas gift dad",Dad birthday gift,personalized for Dad,Fathers day gifts,gifts for dad,Father and kid book,Dad personalized,Dad gifts,first fathers day,fathers day book,super dad gift,new dad gifts,handprinted dad book,Christmas gift dad,../data/images/The_perfect_gift_for_Dads__Lost_for_Words__a_perso.png
"14K Gold Baby Bracelet, Engraved Child ID Bracelet, Gift for 1 Year Old, Baby Girl Gift, Newborn Gift, Stamped Bracelet, New Mom",https://www.etsy.com/listing/1178751970/14k-gold-baby-bracelet-engraved-child-id,TubaJewelry,https://www.etsy.com/shop/TubaJewelry,145,99,14355,2972,1111,30 Mo.,5117,37,243210,Jewelry,,36,100,1.23,8434,"baby gold bracelet,baby girl gift,baby bracelet,custom baby gift,birthstone bracelet,newborn gift,first birthday gift,baby name bracelet,one year old gift,child id bracelet,gift for baby,infant gold bracelet,engraved bracelet",baby gold bracelet,baby girl gift,baby bracelet,custom baby gift,birthstone bracelet,newborn gift,first birthday gift,baby name bracelet,one year old gift,child id bracelet,gift for baby,infant gold bracelet,engraved bracelet,../data/images/14K_Gold_Baby_Bracelet__Engraved_Child_ID_Bracelet.png
Choose color for 100 pieces of 3&quot; bowls,https://www.etsy.com/listing/785780019/choose-color-for-100-pieces-of-3-bowls,MarkTurkWay,https://www.etsy.com/shop/MarkTurkWay,350,41,14350,2359,458,54 Mo.,2890,8,107073,Home & Living,,56,100,2.2,2761,"snack bowl,sauce,ceramic bowls,pinch bowls,dipping bowl,appetizer dishes,gift,tapas,goody bag,thanks giving,turkish,side dishes",snack bowl,sauce,ceramic bowls,pinch bowls,dipping bowl,appetizer dishes,gift,tapas,goody bag,thanks giving,turkish,side dishes,--,../data/images/Choose_color_for_100_pieces_of_3_quot__bowls.png
"One Line Drawing , Custom Couple Portrait, Custom Family Gift, Personalized Wedding Anniversary Gift, Custom Line From Photo",https://www.etsy.com/listing/1348926035/one-line-drawing-custom-couple-portrait,BellasLines,https://www.etsy.com/shop/BellasLines,18,797,14346,17566,5640,22 Mo.,29364,256,766439,Art & Collectibles,,22,100,2.29,48291,"Modern line drawing,Couple Line Art,Wedding Gift,anniversary gift,portrait from photo,custom portrait,faceless portrait,One Line Art,Custom Line Drawing,painting from photo,christmas cards,Custom Pet Portrait,family illustration",Modern line drawing,Couple Line Art,Wedding Gift,anniversary gift,portrait from photo,custom portrait,faceless portrait,One Line Art,Custom Line Drawing,painting from photo,christmas cards,Custom Pet Portrait,family illustration,../data/images/One_Line_Drawing___Custom_Couple_Portrait__Custom_.png
"Family of Three Christmas Ornament - Family of 3 - Family Ornament - Personalized Baby&#39;s First Christmas Ornament, First Christmas Ornament",https://www.etsy.com/listing/1586960596/family-of-three-christmas-ornament,Keptsake,https://www.etsy.com/shop/Keptsake,20,718,14346,7196,1404,10 Mo.,3198,140,82697,Home & Living,,61,100,8.7,456628,"baby ornament,baby christmas,first christmas gift,baby first gift,first christmas,baby name ornament,baby name gift,personalized gift,babys first xmas,family of three,family of 3,family ornament,new baby ornament",baby ornament,baby christmas,first christmas gift,baby first gift,first christmas,baby name ornament,baby name gift,personalized gift,babys first xmas,family of three,family of 3,family ornament,new baby ornament,../data/images/Family_of_Three_Christmas_Ornament___Family_of_3__.png
Personalized Jewelry Box • Wedding Favors • Custom Name Velvet Travel Jewelry Case • Personalized Bridesmaid Bridesmaid Gift • Birthday Gift,https://www.etsy.com/listing/1496528134/personalized-jewelry-box-wedding-favors,StudioSiUSA,https://www.etsy.com/shop/StudioSiUSA,23,629,14341,9491,1479,15 Mo.,7746,98,216128,Jewelry,,29,100,4.4,17853,"Jewelry case,travel jewelry case,travel jewelry box,custom jewelry box,Personalized box,Jewelry organizer,Bridesmaid Gifts,velvet ring box,personalized gifts,gift for her,wedding favors,bridal shower gift,Bachelorette Party",Jewelry case,travel jewelry case,travel jewelry box,custom jewelry box,Personalized box,Jewelry organizer,Bridesmaid Gifts,velvet ring box,personalized gifts,gift for her,wedding favors,bridal shower gift,Bachelorette Party,../data/images/Personalized_Jewelry_Box___Wedding_Favors___Custom.png
Initial Pendant Necklace by Caitlyn Minimalist • White Enamel & Gold Charm Necklace • Oval Letter Necklace • Birthday Gift for Mom • NR077,https://www.etsy.com/listing/1198420247/initial-pendant-necklace-by-caitlyn,CaitlynMinimalist,https://www.etsy.com/shop/CaitlynMinimalist,40,363,14339,11021,2277,30 Mo.,30904,75,530773,Jewelry,,118,100,2.08,3116334,"CAITLYNMINIMALIST,INITIAL NECKLACE,CHARM NECKLACE,MINIMALIST NECKLACE,VINTAGE JEWELRY,ENAMEL JEWELRY,GOLD NECKLACE,PENDANT NECKLACE,LETTER NECKLACE,NAME NECKLACE,BIRTHDAY GIFT,GIFT FOR HER,GIFT FOR MOM",CAITLYNMINIMALIST,INITIAL NECKLACE,CHARM NECKLACE,MINIMALIST NECKLACE,VINTAGE JEWELRY,ENAMEL JEWELRY,GOLD NECKLACE,PENDANT NECKLACE,LETTER NECKLACE,NAME NECKLACE,BIRTHDAY GIFT,GIFT FOR HER,GIFT FOR MOM,../data/images/Initial_Pendant_Necklace_by_Caitlyn_Minimalist___W.png
"Two Pet Watercolor Portrait, Dog painting custom from photo, Pet portrait print , Dog portrait custom painting, 2 pet portrait custom",https://www.etsy.com/listing/905566830/two-pet-watercolor-portrait-dog-painting,RiverryStudio,https://www.etsy.com/shop/RiverryStudio,129,111,14319,5158,1067,45 Mo.,11200,23,304998,Art & Collectibles,,57,100,1.69,73714,"pet portrait,watercolor portrait,pet loss gift,pet memorial,2 dog portrait,custom dog painting,cat painting,custom pet painting,watercolor painting,dog loss,dog painting,dog portrait print,2 pet portrait",pet portrait,watercolor portrait,pet loss gift,pet memorial,2 dog portrait,custom dog painting,cat painting,custom pet painting,watercolor painting,dog loss,dog painting,dog portrait print,2 pet portrait,../data/images/Two_Pet_Watercolor_Portrait__Dog_painting_custom_f.png
"Heart And Letter Necklace, Letter Engraved Heart Necklace, Mothers Day Gift, Initial Engraved Necklace, Custom Engraved Heart Necklace",https://www.etsy.com/listing/1635338770/heart-and-letter-necklace-letter,SargassoJewelry,https://www.etsy.com/shop/SargassoJewelry,83,172,14276,1428,199,8 Mo.,1640,24,55538,Jewelry,,12,100,2.59,1564,"Gift For Her,Engraved Necklace,Anniversary Gift,Heart Necklace,Letter Necklace,Gift for Girlfriend,Gold Letter Necklace,Minimalist Necklace,Custom Necklace,Valentines Gift,Couples Necklace,Caitlyn Minimalist,Mothers Day Gift",Gift For Her,Engraved Necklace,Anniversary Gift,Heart Necklace,Letter Necklace,Gift for Girlfriend,Gold Letter Necklace,Minimalist Necklace,Custom Necklace,Valentines Gift,Couples Necklace,Caitlyn Minimalist,Mothers Day Gift,../data/images/Heart_And_Letter_Necklace__Letter_Engraved_Heart_N.png
"A Lot Going on at the Moment T-Shirt, Anyway We are Never Getting Back Together T-Shirt, Live Concert Top Unisex Women Adult Kids Tshirt, TT",https://www.etsy.com/listing/1677834650/a-lot-going-on-at-the-moment-t-shirt,AbsoluteGift,https://www.etsy.com/shop/AbsoluteGift,18,772,14267,4659,519,6 Mo.,1518,86,85446,Clothing,,16,100,5.45,10611,"A Lot Going On Shirt,Eras Tour T-Shirt,Concert Shirt,Back Together tee,The Moment T-Shirt,Never getting tee,Lovers Concert tee,Matching Gift Shirt,Gift for Women Men,Trendy New Shirts,Gift For Teacher tee,Trendy Music Shirts,Music T-Shirt",A Lot Going On Shirt,Eras Tour T-Shirt,Concert Shirt,Back Together tee,The Moment T-Shirt,Never getting tee,Lovers Concert tee,Matching Gift Shirt,Gift for Women Men,Trendy New Shirts,Gift For Teacher tee,Trendy Music Shirts,Music T-Shirt,../data/images/A_Lot_Going_on_at_the_Moment_T_Shirt__Anyway_We_ar.png
"Personalized Future Mrs Sweatshirt, Engagement Gift, I Said Yes Sweater, Bridal Shower Gift, Bride To Be, Custom Fiancee Sweater",https://www.etsy.com/listing/1652389941/personalized-future-mrs-sweatshirt,LoveSuna,https://www.etsy.com/shop/LoveSuna,40,357,14262,2857,560,8 Mo.,3106,70,92363,Clothing,,53,100,3.09,205344,"Engagement Gift,Future Mrs Sweater,Bride to Be Sweater,Just Engaged Gift,Bachelorette Gift,Fiancee Sweatshirt,Custom Mrs Sweater,Gift for Fiancee,Engaged Gifts,Engagement Gifts,I Said Yes Sweater,Gift for Her,Cute Engaged Sweater",Engagement Gift,Future Mrs Sweater,Bride to Be Sweater,Just Engaged Gift,Bachelorette Gift,Fiancee Sweatshirt,Custom Mrs Sweater,Gift for Fiancee,Engaged Gifts,Engagement Gifts,I Said Yes Sweater,Gift for Her,Cute Engaged Sweater,../data/images/Personalized_Future_Mrs_Sweatshirt__Engagement_Gif.png
